Index;Min(max. R-Score);<max. R-Score>;Std(max. R-Score);<(epoch of max R-Score>;Std(epoch of max R-Score);Min(max. R-Score (Val. set));<max. R-Score (Val. set)>;Std(max. R-Score (Val. set));<epoch of max R-Score (Val. set)>;Std(epoch of max R-Score (Val. set))
629.0;-0.6214192509651184;0.09756176173686981;0.17658105492591858;105.55000305175781;37.860511779785156;-8137.64404296875;-412.1499938964844;1818.4442138671875;87.25;40.782962799072266
630.0;-0.5711008310317993;-0.020967384800314903;0.2800232768058777;10.850000381469727;4.3197832107543945;-2863.514404296875;-1576.112060546875;1096.1707763671875;12.949999809265137;15.274592399597168
631.0;-0.6306785345077515;-0.0408460795879364;0.28314903378486633;11.649999618530273;3.869924545288086;-3396.214599609375;-1432.840576171875;1079.7994384765625;9.899999618530273;3.8511788845062256
632.0;-0.6716816425323486;0.02522539161145687;0.2549263536930084;14.100000381469727;6.608606815338135;-2743.573974609375;-1347.9647216796875;971.2723388671875;16.25;21.58916664123535
633.0;-0.5838310718536377;-0.13547562062740326;0.2927030920982361;35.45000076293945;17.015396118164062;-4762.4453125;-2394.162841796875;1730.2974853515625;26.799999237060547;22.151630401611328
634.0;-0.7550954818725586;-0.14526070654392242;0.31263744831085205;38.20000076293945;16.713058471679688;-4500.9013671875;-2292.052978515625;1639.460693359375;26.0;24.172624588012695
635.0;-0.032250091433525085;0.0896497368812561;0.0520823672413826;38.04999923706055;19.67224884033203;-0.039264414459466934;0.053629226982593536;0.04681045189499855;33.150001525878906;16.154762268066406
636.0;-0.5802873373031616;-0.018361542373895645;0.21304848790168762;10.0;5.109331130981445;-5095.14990234375;-2144.06982421875;1539.3995361328125;15.199999809265137;25.576717376708984
637.0;-0.7421022653579712;-0.024856004863977432;0.24626803398132324;10.550000190734863;5.072889804840088;-4530.61376953125;-2005.1617431640625;1413.867919921875;10.649999618530273;8.62844181060791
638.0;-0.538888156414032;-0.017662886530160904;0.21908801794052124;11.050000190734863;6.747123718261719;-3922.0947265625;-1736.1923828125;1237.416259765625;22.649999618530273;34.476959228515625
639.0;-2.3775439262390137;-0.330184668302536;0.652713418006897;138.85000610351562;12.482725143432617;-2.3845763206481934;-0.33233869075775146;0.6543014645576477;139.39999389648438;12.885732650756836
640.0;-0.009257479570806026;-0.0021881742868572474;0.005469847936183214;120.5999984741211;23.771718978881836;-0.009923167526721954;-0.004180994816124439;0.003920181654393673;122.1500015258789;23.720468521118164
641.0;-2.168429374694824;-0.3318938612937927;0.6516197919845581;137.0;14.754124641418457;-2.1756067276000977;-0.3341973125934601;0.6549269556999207;137.14999389648438;16.566530227661133
642.0;0.14307229220867157;0.17402546107769012;0.014567108824849129;146.39999389648438;3.5894577503204346;-222.109130859375;-115.33380126953125;60.07477951049805;138.75;15.471111297607422
643.0;0.1670667976140976;0.19515790045261383;0.015574850142002106;147.39999389648438;2.112618923187256;-198.10435485839844;-108.97108459472656;56.0439567565918;132.85000610351562;17.263513565063477
644.0;0.1380404382944107;0.17578904330730438;0.01632876880466938;147.4499969482422;2.2354793548583984;-221.7887420654297;-116.18006896972656;60.1383056640625;135.89999389648438;15.368799209594727
645.0;0.26524272561073303;0.30527180433273315;0.017832843586802483;91.5999984741211;38.18156051635742;-37.79547882080078;-9.051121711730957;10.831183433532715;77.0;43.38080978393555
646.0;0.28003162145614624;0.3060268461704254;0.013086141087114811;73.5;26.446569442749023;-52.89604949951172;-14.902094841003418;14.173650741577148;87.5;33.12575912475586
647.0;0.26494500041007996;0.30229872465133667;0.016659971326589584;93.05000305175781;34.10274887084961;-58.37925338745117;-14.060232162475586;17.0886173248291;74.8499984741211;42.37834167480469
648.0;0.24549734592437744;0.27579259872436523;0.013868876732885838;130.6999969482422;16.199739456176758;-117.41206359863281;-45.49665451049805;31.95224380493164;109.44999694824219;30.45354652404785
649.0;0.265751451253891;0.2874007821083069;0.013025586493313313;124.44999694824219;17.63511848449707;-108.94921875;-47.22894287109375;32.5600700378418;113.44999694824219;25.895488739013672
650.0;0.24780331552028656;0.2773585021495819;0.01395292766392231;134.35000610351562;12.827910423278809;-99.56812286376953;-45.04241943359375;30.260807037353516;113.1500015258789;25.72787857055664
651.0;0.24468772113323212;0.2757992148399353;0.014086809940636158;131.85000610351562;16.287790298461914;-102.28099060058594;-43.906707763671875;29.787639617919922;114.5;28.503923416137695
652.0;0.25665608048439026;0.28738856315612793;0.014972946606576443;124.44999694824219;16.29166603088379;-123.48690032958984;-47.76848602294922;35.816917419433594;114.1500015258789;26.64044189453125
653.0;0.2532106339931488;0.27830833196640015;0.013540107756853104;134.6999969482422;12.52408218383789;-81.17831420898438;-44.788116455078125;28.646055221557617;116.75;27.877315521240234
